4294967295,4294967295,4294967295,-1,-1,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-1,-1,-1
4294967276,         0,         0,0,-16,2106,-1276,-851,-1560,2788,14690,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967201,         0,         0,0,-16,2106,-1275,-837,-1584,2808,14706,-258,21,-266,0,0,0,0,0,251,251,251,10,40,10
4291978329,         0,         0,0,-16,2106,-1275,-823,-1578,2812,14676,-257,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294955019,         0,         0,0,-16,2104,-1274,-809,-1636,3096,14466,0,22,-266,0,0,0,0,0,251,251,251,10,40,10
4294967284,         0,         0,0,-16,2105,-1274,-794,-1606,2802,14680,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967256,         0,         0,0,-16,2105,-1274,-780,-1578,2798,14680,-258,19,-265,0,0,0,0,0,251,251,251,10,40,10
4294967182,         0,         0,0,-16,2103,-1274,-510,-1576,2784,14672,-259,19,-267,0,0,0,0,0,251,251,251,10,40,10
4294967200,         0,         0,0,-16,2105,-1275,-495,-1570,2802,14694,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294962000,         0,         0,0,-16,2104,-1275,-481,-1560,2814,14700,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4289877864,         0,         0,0,-16,2105,-1276,-467,-1552,3076,14474,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967168,         0,         0,0,-16,2105,-1275,-453,-1564,2810,14660,-257,19,-266,0,0,0,0,0,251,251,251,10,40,10
4289277725,         0,         0,0,-16,2105,-1274,-439,-1616,2808,14696,-258,21,-266,0,0,0,0,0,251,251,251,10,40,10
4294967242,         0,         0,0,-16,2104,-1273,-424,-1608,2794,14664,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967249,         0,         0,0,-16,2103,-1273,-410,-1562,2808,14718,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967227,         0,         0,0,-16,2103,-1273,-395,-1642,2782,14688,-258,19,-265,0,0,0,0,0,251,251,251,10,40,10
4294967197,         0,         0,0,-16,2102,-1272,-638,-1564,2798,14666,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4287777350,         0,         0,0,-16,2101,-1272,-624,-1548,2796,14642,-258,19,-267,0,0,0,0,0,251,251,251,10,40,10
4294948434,         0,         0,0,-16,2100,-1271,-610,-1596,2794,14468,-257,19,-266,0,0,0,0,0,251,251,251,10,40,10
4287177265,         0,         0,0,-16,2098,-1270,-596,-1584,2788,14672,-258,21,-265,0,0,0,0,0,251,251,251,10,40,10
4294967247,         0,         0,0,-16,2098,-1270,-581,-1564,3074,14694,-259,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967188,         0,         0,0,-16,2099,-1269,-567,-1606,2808,14684,-259,19,-266,0,0,0,0,0,251,251,251,10,40,10
   8086895,         0,         0,0,-16,2097,-1268,-553,-1596,3078,14676,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294955307,         0,         0,0,-16,2095,-1266,-539,-1574,3078,14692,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967289,         0,         0,0,-16,2091,-1264,-525,-1580,3096,14706,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967269,         0,         0,0,-16,2087,-1261,-255,-1626,3072,14526,-258,21,-266,0,0,0,0,0,251,251,251,10,40,10
4294967263,         0,         0,0,-16,2083,-1258,-241,-1568,2802,14714,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967282,         0,         0,0,-16,2078,-1254,-228,-1588,2806,14688,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967288,         0,         0,0,-16,2070,-1249,-214,-1586,2794,14652,-259,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967288,         0,         0,0,-16,2060,-1242,-201,-1594,3094,14694,-258,21,-266,0,0,0,0,0,251,251,251,10,40,10
4294967295,4294967295,4294967295,-1,-1,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-257,-1,-1,-1
4294967190,         0,         0,0,-16,2128,-945,-869,-1576,2814,14694,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294967202,         0,         0,0,-16,2127,-951,-869,-1592,3094,14656,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294937959,         0,         0,0,-16,2127,-958,-868,-1566,3074,14678,-258,-258,-258,0,0,0,0,0,251,251,251,10,40,10
4294965547,         0,         0,0,-16,2126,-968,-868,-1596,3086,14692,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294967253,         0,         0,0,-16,2125,-979,-867,-1588,3072,14654,-257,-257,-257,0,0,0,0,0,251,251,251,10,40,10
4294967290,         0,         0,0,-16,2124,-992,-867,-1586,2796,14478,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294967291,         0,         0,0,-16,2123,-1008,-866,-1598,3088,14472,-258,-257,-257,0,0,0,0,0,251,251,251,10,40,10
4294967238,         0,         0,0,-16,2122,-1285,-866,-1596,3082,14672,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294967214,         0,         0,0,-16,2120,-1310,-866,-1584,3076,14676,-258,-257,-257,0,0,0,0,0,251,251,251,10,40,10
4294082420,         0,         0,0,-16,2118,-1341,-866,-1566,2802,14652,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294961972,         0,         0,0,-16,2115,-1378,-866,-1574,2798,14716,-257,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294967213,         0,         0,0,-16,2111,-1169,-866,-1612,2798,14468,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4294967187,         0,         0,0,-16,2109,-1228,-866,-1596,3078,14478,-258,-258,-257,0,0,0,0,0,251,251,251,10,40,10
4292881978,         0,         0,0,-16,2105,-1280,-863,-1604,2796,14694,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294941250,         0,         0,0,-16,2105,-1279,-849,-1588,3082,14696,-258,19,-266,0,0,0,0,0,251,251,251,10,40,10
4294967223,         0,         0,0,-16,2104,-1278,-835,-1608,2798,14468,-258,18,-266,0,0,0,0,0,251,251,251,10,40,10
