   4785972,    101750,      2664,0,-16,1724,-1307,-251,-1508,2712,14738,-4,19,-11,0,0,0,0,496,11,11,11,10,40,10
   5086043,    101748,      2664,0,-16,1742,-1324,-273,-1486,2718,14778,-6,19,-12,0,0,0,0,496,11,11,11,10,40,10
   5386368,    101748,      2664,0,-16,1758,-1337,-300,-1492,2686,14736,-4,19,-14,0,0,0,0,496,11,11,11,10,40,10
   5686344,    101748,      2664,0,-16,1774,-1347,-318,-1496,2692,14748,-4,19,-10,0,0,0,0,496,11,11,11,10,40,10
   5986359,    101750,      2664,0,-16,1785,-1355,-334,-1480,2714,14736,-3,19,-10,0,0,0,0,496,11,11,11,10,40,10
   6286355,    101749,      2663,0,-16,1793,-1362,-354,-1490,2688,14714,-3,19,-11,0,0,0,0,496,11,11,11,10,40,10
   6586358,    101749,      2664,0,-16,1807,-1368,-375,-1488,2700,14732,0,19,-9,0,0,0,0,496,11,11,11,10,40,10
   6886362,    101749,      2664,0,-16,1811,-1371,-393,-1496,2702,14734,-3,19,-11,0,0,0,0,496,11,11,11,10,40,10
   7186367,    101746,      2664,0,-16,1815,-1374,-409,-1454,2732,14754,-2,19,-10,0,0,0,0,496,11,11,11,10,40,10
   7486376,    101749,      2664,0,-16,1818,-1377,-426,-1488,2712,14740,-4,21,-10,0,0,0,0,496,11,11,11,10,40,10
   7786386,    101751,      2665,0,-16,1822,-1377,-443,-1474,2700,14746,-3,19,-10,0,0,0,0,496,11,11,11,10,40,10
   8086389,    101753,      2665,0,-16,1824,-1378,-459,-1482,2708,14766,-3,19,-11,0,0,0,0,496,11,11,11,10,40,10
   8386393,    101749,      2665,5,-16,1825,-1379,-476,-1504,2736,14760,-3,18,-10,0,0,0,0,496,11,11,11,10,40,10
   8686419,    101748,      2665,5,-16,1828,-1380,-492,-1486,2720,14728,-3,19,-10,0,0,0,0,496,11,11,11,10,40,10
   8986422,    101747,      2666,5,-16,1831,-1381,-507,-1492,2710,14772,-4,19,-11,0,0,0,0,496,11,11,11,10,40,10
   9286433,    101747,      2666,5,-16,1832,-1383,-524,-1486,2730,14732,-4,19,-10,0,0,0,0,496,11,11,11,10,40,10
   9586446,    101748,      2666,5,-16,1834,-1384,-540,-1498,2736,14748,-3,18,-10,0,0,0,0,496,11,11,11,10,40,10
   9886450,    101747,      2666,5,-16,1892,-1387,-569,-1492,2816,14714,6,20,-7,0,0,0,0,496,11,11,11,10,40,10
  10186455,    101746,      2666,5,-16,1900,-1392,-614,-1502,2890,14748,-30,19,-17,0,0,0,0,496,11,11,11,10,40,10
  10486456,    101749,      2666,5,-16,1883,-1392,-638,-1484,2804,14758,-5,19,-11,0,0,0,0,496,11,11,11,10,40,10
  10926649,    101747,      2666,3,-16,1884,-1390,-663,-1488,2794,14740,-5,19,-10,0,0,0,0,496,11,11,11,10,40,10
  11226657,    101746,      2664,3,-16,1884,-1391,-679,-1494,2824,14754,-4,18,-10,0,0,0,0,496,11,11,11,10,40,10
  11526658,    101745,      2665,3,-16,1885,-1390,-695,-1484,2804,14748,-3,21,-10,0,0,0,0,496,11,11,11,10,40,10
  11826660,    101746,      2666,3,-16,1886,-1389,-710,-1478,2814,14750,-4,19,-10,0,0,0,0,496,11,11,11,10,40,10
  12126666,    101748,      2666,3,-16,1886,-1389,-726,-1486,2800,14730,-3,19,-10,0,0,0,0,496,11,11,11,10,40,10
  12426680,    101746,      2667,3,-16,1885,-1389,-743,-1496,2816,14734,-4,19,-10,0,0,0,0,496,11,11,11,10,40,10
  12726688,    101747,      2667,3,-16,1886,-1390,-758,-1492,2794,14740,-4,19,-11,0,0,0,0,496,11,11,11,10,40,10
  13026698,    101748,      2667,3,-16,1886,-1388,-774,-1472,2812,14742,-3,19,-11,0,0,0,0,496,11,11,11,10,40,10
  13326706,    101744,      2667,3,-16,1887,-1389,-790,-1508,2826,14728,-3,19,-10,0,0,0,0,496,11,11,11,10,40,10
  13626714,    101746,      2667,3,-16,1887,-1389,-805,-1496,2794,14788,-5,19,-10,0,0,0,0,496,11,11,11,10,40,10
  13926726,    101746,      2667,3,-16,1884,-1389,-828,-1482,2790,14728,-3,19,-11,0,0,0,0,496,11,11,11,10,40,10
  14226734,    101748,      2667,3,-16,1884,-1389,-844,-1520,2764,14764,-4,19,-10,0,0,0,0,496,11,11,11,10,40,10
  14526737,    101747,      2667,3,-16,1884,-1389,-861,-1490,2784,14750,-4,19,-10,0,0,0,0,496,11,11,11,10,40,10
  14826741,    101745,      2667,3,-16,1884,-1380,-875,-1478,2820,14820,7,0,2,0,0,0,0,496,11,11,11,10,40,10
  15126742,    101748,      2667,3,-16,1895,-1315,-876,-1500,2814,14696,-3,-1,-2,0,0,0,0,496,11,11,11,10,40,10
  15426752,    101747,      2667,3,-16,1903,-1262,-875,-1484,2800,14736,-3,-1,0,0,0,0,0,496,11,11,11,10,40,10
  15726827,    101748,      2667,5,-16,1910,-1219,-873,-1476,2798,14720,-1,-1,0,600,600,600,600,496,11,11,11,10,40,10
  16026846,    101746,      2667,5,-16,1915,-1184,-871,-1490,2796,14736,-1,-1,0,600,600,600,600,496,11,11,11,10,40,10
  16326877,    101746,      2667,5,-16,1919,-1155,-870,-1492,2784,14736,-2,-1,0,600,600,600,600,496,11,11,11,10,40,10
  16626906,    101749,      2667,5,-16,1922,-1133,-868,-1500,2796,14730,-2,-1,-1,600,600,600,600,496,11,11,11,10,40,10
  16926970,    101746,      2667,5,-16,1925,-1115,-867,-1488,2820,14752,-1,-1,0,600,600,600,600,496,11,11,11,10,40,10
  17227059,    101745,      2667,5,-16,1927,-1098,-865,-1490,2804,14774,-2,-1,0,600,600,600,600,496,11,11,11,10,40,10
  17527114,    101745,      2667,5,-16,1929,-1086,-863,-1482,2784,14736,-1,0,-1,600,600,600,600,496,11,11,11,10,40,10
  17827162,    101747,      2667,5,-16,1930,-1076,-862,-1510,2794,14756,-2,-1,-1,600,600,600,600,496,11,11,11,10,40,10
  18127264,    101749,      2667,5,-16,1931,-1068,-861,-1498,2802,14746,-2,-1,0,600,600,600,600,496,11,11,11,10,40,10
  18427298,    101748,      2667,5,-16,1932,-1062,-860,-1488,2810,14752,-1,0,0,600,600,600,600,496,11,11,11,10,40,10
  18727353,    101748,      2667,5,-16,1933,-1056,-858,-1496,2792,14746,-1,-1,0,600,600,600,600,496,11,11,11,10,40,10
  19027458,    101748,      2668,5,-16,1933,-1051,-857,-1484,2794,14764,-1,-1,0,600,600,600,600,496,11,11,11,10,40,10
  19327543,    101748,      2667,5,-16,1934,-1047,-856,-1482,2796,14720,-1,-1,0,600,600,600,600,496,11,11,11,10,40,10
  19627590,    101746,      2668,5,-16,1934,-1044,-855,-1504,2812,14734,-2,-1,-1,600,600,600,600,496,11,11,11,10,40,10
